timestamp,arbitration_id,data_field,attack
1672531200.0,1F5,0E0E000200000A00,0
1672531200.001626,0F1,0A3400C0,0
1672531200.003999,0C7,021E048C,0
1672531200.0042,0F9,7C074000E20396FF,0
1672531200.004424,189,CFFF0FFF2FFE96FF,0
1672531200.004667,199,CFFF0E70F18D00FF,0
1672531200.004844,1E1,0000100000,0
1672531200.004992,1EB,0125,0
1672531200.0056791,0C9,8410ED0700010000,0
1672531200.005919,191,070607E107090000,0
1672531200.006175,1ED,412F07420686083D,0
1672531200.006322,1EF,000009F0,0
1672531200.006728,1A1,0010414000000000,0
1672531200.006939,1C3,0706070B00000000,0
1672531200.007174,0C1,0138F2E9014DDF92,0
1672531200.007422,0C5,01339699014AF082,0
1672531200.007619,184,0002001001EE,0
1672531200.007839,1C7,0FFFAFFF03FF3F,0
1672531200.008041,1CD,07FF08017F,0
1672531200.008249,1E5,46E7A5AF34185A00,0
1672531200.008498,1E9,0038000C00F60000,0
1672531200.008742,2C3,089706FF06FF9400,0
1672531200.011402,1CB,100600,0
1672531200.011651,0F1,163400C0,0
1672531200.015678,0C9,8410ED0A00010000,0
1672531200.015919,191,070707E1070A0000,0
1672531200.016175,1ED,412F0738066A083D,0
1672531200.016322,1EF,000009F0,0
1672531200.016495,0C7,022112F7,0
1672531200.016738,3C1,0765E70000000000,0
1672531200.016971,0C1,1138F2E9114EF545,0
1672531200.0172,0C5,11339699114AF082,0
1672531200.017423,0F9,7C074000E20396FF,0
1672531200.017667,1E5,46E77CCFFC188200,0
1672531200.017894,189,0FFF0FFF300196FF,0
1672531200.018042,1EB,0124,0
1672531200.018275,199,0FFF0E70F19000FF,0
1672531200.018493,3D1,614E000001420000,0
1672531200.018746,3E9,01FA008A01DF0080,0
1672531200.0214791,2D1,030000000000,0
1672531200.022402,0F1,223500C0,0
1672531200.024486,19D,11F42E0C0007F05B,0
1672531200.024633,1AF,000000,0
1672531200.024883,1F5,0E0E000200000A00,0
1672531200.025187,12A,47000000BE743FFF,0
1672531200.025757,0C9,8410D00D00010000,0
1672531200.02598,191,070807E4070A0000,0
1672531200.026235,1ED,412F0738066A083D,0
1672531200.026384,1EF,000009E5,0
1672531200.02673,1A1,0010414000000000,0
1672531200.026979,1C3,0708070900000000,0
1672531200.02721,0C1,21390D63214EF545,0
1672531200.027434,0C5,21339699214B079E,0
1672531200.027627,184,0003001201EB,0
1672531200.027854,1C7,0FFFEFFE03FF3F,0
1672531200.028027,1CD,47FF08007F,0
1672531200.02826,1E5,46E750EED018AD00,0
1672531200.028503,1E9,0037000C00F60000,0
1672531200.028756,1F1,AE0E00000800007A,0
1672531200.028879,334,0000,0
1672531200.029051,0C7,02231CB6,0
1672531200.029281,0F9,7C044000E00398FF,0
1672531200.029534,189,4FFF0FFF300098FF,0
1672531200.029656,1EB,013C,0
1672531200.029882,199,4FFF0E70F18F00FF,0
1672531200.030024,1F3,4060,0
1672531200.031414,1CB,100600,0
1672531200.031787,0F1,3E3500C0,0
1672531200.03441,1E1,00FF110020,0
1672531200.035736,0C9,8410D00000010000,0
1672531200.035983,191,070807E4070C0000,0
1672531200.03621,1ED,412F0733065C083D,0
1672531200.036383,1EF,000009E5,0
1672531200.036627,3C9,0766000000000000,0
1672531200.036906,0C1,31390D63314F0B12,0
1672531200.037185,0C5,3134B3FD314B079E,0
