timestamp,arbitration_id,data_field,attack
1672531200.0,1F1,AE0E00000800007A,0
1672531200.001124,0C1,20F598F4217E6515,0
1672531200.001136,0C5,203935F92069079F,0
1672531200.001143,1E5,46FFF2C000000C01,0
1672531200.002318,1F3,0000,0
1672531200.002345,0F9,00B4400907B56A1E,0
1672531200.002352,199,CFFF0FFFEFFE00FF,0
1672531200.00355,0C9,801652190C4008,0
1672531200.00358,191,070E070E070E0404,0
1672531200.003586,1A1,00004000000014,0
1672531200.003592,1C3,070E070000000400,0
1672531200.004664,0F1,34030040,0
1672531200.007006,3C9,0766000000000000,0
1672531200.009267,0C1,30FDBB7D31868799,0
1672531200.010366,0C5,303F57D5306F2972,0
1672531200.010386,184,000000000000,0
1672531200.010393,1C7,068E397200003F,0
1672531200.010399,1CD,0000000000,0
1672531200.011559,1E5,46FFF2E000000B01,0
1672531200.011579,1E9,0003000C000F0000,0
1672531200.013856,0F1,00030040,0
1672531200.015025,1E1,0000100000,0
1672531200.015045,0F9,00B4400907B56A1E,0
1672531200.015052,199,0FFF0FFFF00100FF,0
1672531200.015058,19D,0000000000123116,0
1672531200.016161,1F5,4404000400000100,0
1672531200.016181,4C9,4040000000000000,0
1672531200.016186,0C9,8016561C0A4008,0
1672531200.016192,77F,0000000000000000,0
1672531200.016197,191,070D070D070E0303,0
1672531200.018498,0C1,0106E252018FAE59,0
1672531200.019672,0C5,00467F57007650DB,0
1672531200.019691,1E5,46FFF28000000E01,0
1672531200.022005,334,0000,0
1672531200.024244,0F1,1C030040,0
1672531200.026529,0F9,00B4400904B58C1E,0
1672531200.027705,199,4FFF0FFFF00000FF,0
1672531200.027731,0C1,110E04C71197D0D8,0
1672531200.027739,0C9,80165613074008,0
1672531200.028811,0C5,104CA12A107C72B5,0
1672531200.02883,191,070D070D070D0202,0
1672531200.028836,17D,04E8000078000100,0
1672531200.028841,1A1,0000400000000E,0
1672531200.030047,17F,0000000000000000,0
1672531200.030081,1C3,070D06E400000200,0
1672531200.030088,184,000100000000,0
1672531200.030093,2C3,084806A00724,0
1672531200.030098,1C7,068E797100003F,0
1672531200.030104,1CD,0000000000,0
1672531200.031281,1E5,46FFF2A000000D01,0
1672531200.031309,1E9,0006000C000F0000,0
1672531200.031314,2F9,8B01000000,0
1672531200.03132,348,09570956,0
1672531200.031325,34A,09520952,0
1672531200.034678,0F1,28030040,0
1672531200.0369911,0C1,21162739219FF34F,0
1672531200.037011,1F3,0000,0
1672531200.037016,0C5,2052C2F420829486,0
1672531200.037022,1E5,46FFF2C000000C01,0
1672531200.039392,0F9,00B4400904B58C1E,0
1672531200.040486,199,8FFF0FFFEFFF00FF,0
1672531200.040501,19D,40003FFF00122216,0
1672531200.040506,0C9,80165E07044008,0
1672531200.040511,1F5,4404000400000100,0
1672531200.040517,191,070A070A070D0101,0
1672531200.044077,0F1,34030040,0
1672531200.045382,0C1,311E49A731A715C8,0
1672531200.046462,0C5,3058E4C23088B647,0
1672531200.046479,184,000200000000,0
1672531200.046485,1C7,068EB97000003F,0
1672531200.04649,1CD,0000000000,0
1672531200.046496,1E1,00FF110020,0
1672531200.047562,1E5,46FFF2E000000B01,0
1672531200.047576,1E9,0006000C000F0000,0
1672531200.051821,334,0000,0
1672531200.051838,0F9,00B440090EB5AA1E,0
1672531200.052989,199,CFFF0FFFEFFE00FF,0
1672531200.0530071,0C9,80164E0A014008,0
1672531200.053013,191,070A070A070A0000,0
1672531200.053018,1A1,00004000000009,0
1672531200.053023,1C3,070A06CC00000000,0
1672531200.054164,0F1,00030040,0
1672531200.055273,0C1,01266C1601AF3844,0
1672531200.055315,0C5,005F0C39008FDDC4,0
1672531200.055322,1E5,46FFF28000000E01,0
1672531200.064152,0C1,112E8E8311B75ABF,0
1672531200.064175,0C5,10652E1B1095FF95,0
1672531200.064181,0F1,1C030040,0
1672531200.064186,184,000300000000,0
1672531200.064191,0F9,00B440090EB5AA1E,0
1672531200.065339,1C7,068EF96F00003F,0
1672531200.065356,199,0FFF0FFFF00100FF,0
1672531200.065362,0C9,8016420D004008,0
1672531200.06538,19D,80003FFE00124616,0
1672531200.065386,191,07050705070A0000,0
1672531200.066526,1CD,0000000000,0
1672531200.066543,1F3,0000,0
1672531200.066549,1E5,46FFF2A000000D01,0
1672531200.066554,1F5,0404000400000100,0
1672531200.066559,1E9,0000000C000D0000,0
1672531200.073166,0C1,2137B54121BF7D3A,0
1672531200.073195,0C5,206B4FFF209B2154,0
1672531200.0732,1E5,46FFF2C000000C01,0
1672531200.073206,3ED,8000000000FF0000,0
1672531200.07428,0F1,28030040,0
1672531200.074294,1E1,00FE120040,0
1672531200.075362,2F9,9301000000,0
1672531200.07538,348,095A0957,0
1672531200.076448,34A,094E0955,0
1672531200.077521,0F9,00C840090BB5C81E,0
1672531200.077535,199,4FFF0FFFF00000FF,0
1672531200.078631,0C9,80162F00004008,0
1672531200.078647,191,0705070507050000,0
1672531200.078653,1A1,00004000000002,0
1672531200.079726,1C3,070506B200000000,0
1672531200.079741,2C3,084406A00724,0
1672531200.079746,3C1,0765E70000000000,0
1672531200.079751,3D1,012D800000BB0000,0
1672531200.079757,3E9,123E198D123A1927,0
1672531200.081886,0C1,313FD7AD31C8A406,0
1672531200.081897,0C5,307171DB30A14310,0
1672531200.081905,184,000000000000,0
1672531200.083071,1C7,068E397200003F,0
1672531200.083089,1CD,0000000000,0
1672531200.083095,1E5,46FFF2E000000B01,0
1672531200.0831,1E9,0001000C000B0000,0
1672531200.083105,334,0000,0
1672531200.0841851,0F1,34030040,0
1672531200.089524,0F9,00C840090BB5C81E,0
1672531200.089546,199,8FFF0FFFEFFF00FF,0
1672531200.09062,19D,C0003FFD00122816,0
1672531200.090635,0C9,80162F07004008,0
1672531200.09064,1F5,0404000400000100,0
1672531200.090645,191,0701070107050000,0
1672531200.090654,0C1,0147FA1A01D0C682,0
1672531200.091805,0C5,007793B800A86A5D,0
1672531200.091824,1E5,46FFF28000000E01,0
1672531200.094003,0F1,00030040,0
1672531200.097337,12A,470000003F7A3FFF,0
1672531200.09851,134,00001000,0
1672531200.099713,1F1,AE0E00000800007A,0
1672531200.099738,0C1,114F1C9611D8E8FB,0
1672531200.099745,0C5,107DB59510AE8C22,0
1672531200.099749,184,000100000000,0
1672531200.100823,1C7,068E797100003F,0
1672531200.100838,1CD,0000000000,0
1672531200.100843,1E5,46FFF2A000000D01,0
1672531200.100849,1E9,0005000C000D0000,0
1672531200.101916,1F3,0000,0
1672531200.101934,3C9,0766000000000000,0
1672531200.10194,0F9,00C7400908B5E61E,0
1672531200.103137,199,CFFF0FFFEFFE00FF,0
1672531200.103163,0C9,8016240A004008,0
1672531200.103168,191,0701070107050000,0
1672531200.103174,1A1,00004000000000,0
1672531200.103179,1C3,070106A800000000,0
1672531200.104259,0F1,1C030040,0
1672531200.107616,1E1,00FD130060,0
1672531200.108699,0C1,21573F0D21E00B6D,0
1672531200.108715,0C5,2084DD1220B4ADEE,0
