timestamp,arbitration_id,data_field,attack
1672531200.0,0C9,84093A2000011800,0
1672531200.000104,0D3,2C65,0
1672531200.000335,18E,0000006C96CA06CA,0
1672531200.000544,1ED,61400236022070DE,0
1672531200.001654,135,0300041611171717,0
1672531200.001873,189,CFFF0FFF2FFEFFF0,0
1672531200.002126,19D,D1F42E090001C061,0
1672531200.002276,1A6,04,0
1672531200.002475,1AF,0000001101D900FF,0
1672531200.00265,1CE,00000000,0
1672531200.002896,1F5,0E0E000200000A00,0
1672531200.003135,1FE,071E5B03000040CA,0
1672531200.003324,362,00000000,0
1672531200.004046,1F3,80A000,0
1672531200.005052,1CC,0000000000,0
1672531200.0065749,0F1,3E3400400000,0
1672531200.006798,0C7,001517D7,0
1672531200.007046,0F9,7A7C400094004A06,0
1672531200.0075529,0C1,A010387BE0117F33,0
1672531200.007793,0C5,6013F3CFE02678EC,0
1672531200.0080469,0D1,40967F6900FF00,0
1672531200.008274,1E5,5CE6857DE9000369,0
1672531200.008527,1E9,0000000EA0200000,0
1672531200.008772,232,0000010000000000,0
1672531200.0091689,137,09020DB00A750C0B,0
1672531200.011786,1F1,AE12000008007D7A,0
1672531200.01258,0AA,2C692D254452D900,0
1672531200.012769,0BE,04400003E9BF,0
1672531200.013024,0C9,8409322700011800,0
1672531200.013143,0D3,2C68,0
1672531200.013375,1A1,00204140494900,0
1672531200.013618,18E,0000006CA6CA06CA,0
1672531200.013724,1A3,80,0
1672531200.013967,1ED,61400236022070DE,0
1672531200.014164,1AA,005EA63B6FD000,0
1672531200.014401,1BA,06CA6CA65D6CA8A7,0
1672531200.0146549,1C3,06CA06CA00300001,0
1672531200.014875,1C4,4A62C218040005FE,0
1672531200.015072,1C5,2C692C693331,0
1672531200.01527,1DF,80000000,0
1672531200.015471,1F4,000000000000,0
1672531200.015619,287,C10000,0
1672531200.015898,2C3,097D05EA00004B00,0
1672531200.016575,0F1,0A3704400000,0
1672531200.017704,0C1,B010387BF0117F33,0
1672531200.0179229,0C5,7013F3CFF02678EC,0
1672531200.018146,0D1,8096BF6800FE00,0
1672531200.018296,185,180A,0
1672531200.018553,1C6,38472CB600034D28,0
1672531200.018769,1C7,096EB69000003F,0
1672531200.019018,1E5,5CE6361DEF0002C0,0
1672531200.01927,139,0000000000000000,0
1672531200.019422,0C7,001517D7,0
1672531200.01967,0F9,7A7C400094004A06,0
1672531200.019893,1FC,01110000008680E7,0
1672531200.021725,1E1,000000000210F0,0
1672531200.022304,17D,222442FF0009,0
1672531200.022543,1CE,080007FF,0
1672531200.024653,0AA,2C682D244652D900,0
1672531200.024868,0BE,08400003E9BE,0
1672531200.025074,1CC,0000000000,0
1672531200.025336,0C9,84091F2A00011800,0
1672531200.025428,0D3,2C6A,0
1672531200.025676,18E,0000006CA6CD06CD,0
1672531200.025926,1ED,61400237022870DE,0
1672531200.026577,0F1,163400400000,0
1672531200.026819,189,0FFF0FFF3001FFF0,0
1672531200.027042,19D,11F42E0C0001B966,0
1672531200.027167,1A6,04,0
1672531200.027405,1AF,0000001101DA00FF,0
1672531200.027653,0C1,8010387BC0117F33,0
1672531200.027897,1F5,0E0E000200000A00,0
1672531200.028123,0C5,4013F3CF00272C31,0
1672531200.028351,0D1,C096FF6700FD00,0
1672531200.0285969,1E5,5CE5EA3DF5000399,0
1672531200.028842,1E9,0004000EA0220000,0
1672531200.029044,214,040641F8482A,0
1672531200.029274,1F3,C0E000,0
1672531200.029445,232,0000010000000000,0
1672531200.031673,32A,08C1EB396B43E7C5,0
1672531200.031848,0C7,0016446A,0
1672531200.032095,0F9,7A7A400088004A06,0
1672531200.03235,182,98C8010000000000,0
1672531200.032569,2F9,9B000A0800033B,0
1672531200.036614,0F1,223400400000,0
1672531200.037504,0C1,9010387B1012EFEA,0
1672531200.037723,0AA,2C742D2E4052D200,0
1672531200.037967,0C5,5013F3CF10272C31,0
1672531200.038169,0BE,0C400003E9BD,0
1672531200.03838,0D1,00963F6A000000,0
1672531200.038632,0C9,8409182D00011800,0
1672531200.038746,185,180B,0
1672531200.038873,0D3,2C75,0
1672531200.039095,1A1,00204140494900,0
1672531200.03935,18E,0000006CD6CD06CD,0
1672531200.039444,1A3,80,0
1672531200.039671,1C7,096EF68F00003F,0
1672531200.039894,1AA,005EA63B6FD000,0
1672531200.040116,1E5,5CE5A05DFE000378,0
1672531200.040352,1BA,06CC6CC65D6CC8A5,0
1672531200.040587,1ED,61400237022070DE,0
1672531200.040819,1C3,06CD06CC00000000,0
1672531200.040993,348,003500311B,0
1672531200.041272,1C4,6D62C218060003FD,0
1672531200.041447,1C5,2C702C703327,0
1672531200.041618,1DF,80000000,0
1672531200.041816,1F4,000000000000,0
1672531200.041987,287,000000,0
1672531200.042479,1C6,384E2CB700434D23,0
1672531200.0426729,1CE,100007FE,0
1672531200.042849,34A,0031003512,0
1672531200.044399,0C7,0016446A,0
1672531200.044652,0F9,7A7A400088004A06,0
1672531200.045,1CC,0000000000,0
1672531200.045193,1CF,000005,0
1672531200.046575,0F1,3E3400400000,0
1672531200.047603,0C1,E0117E772012EFEA,0
1672531200.047848,0C5,6013F3CF20272C31,0
1672531200.04807,0D1,40967F6900FF00,0
1672531200.0483,1E5,5CE5587E0800025B,0
1672531200.048548,1E9,0004000EA0240000,0
1672531200.04882,232,0000010000000000,0
1672531200.049068,34C,F0BB0024000C0004,0
1672531200.0492709,1E1,000000000314E0,0
1672531200.0498,0AA,2C742D2E4252D100,0
1672531200.05002,0BE,00400003E9C0,0
1672531200.050273,0C9,8409232000011800,0
1672531200.050368,0D3,2C7A,0
1672531200.050618,18E,0000006CE6CD06CD,0
1672531200.050868,1ED,61400238022070DE,0
1672531200.051654,189,4FFF0FFF3000FFF0,0
1672531200.051869,19D,51F42E0B0001C063,0
1672531200.052033,1A6,04,0
1672531200.052275,1AF,0000001101DB00FF,0
1672531200.052497,1F5,0E0E000200000A00,0
1672531200.052717,1FE,072E5703000080DE,0
1672531200.052919,362,00000000,0
1672531200.0565789,0F1,0A3400400000,0
1672531200.056748,0C7,0016446A,0
1672531200.056997,0F9,7A7C400092004E06,0
1672531200.057505,0C1,F0117E773012EFEA,0
1672531200.057749,0C5,B014B47330272C31,0
1672531200.057971,0D1,8096BF6800FE00,0
1672531200.058115,185,180D,0
1672531200.05835,1C7,096E369200003F,0
1672531200.058572,1E5,5CE5131E130001C1,0
1672531200.059199,1F1,AE12000008007D7A,0
1672531200.061526,1F3,002000,0
1672531200.062305,1CE,180007FD,0
1672531200.0628269,0AA,2C762D2F4452CF00,0
1672531200.063045,0BE,04400003E9BF,0
1672531200.06327,0C9,8409272700011800,0
1672531200.063397,0D3,2C78,0
1672531200.063624,1A1,00204140494900,0
1672531200.063873,18E,0000006CE6CD06CD,0
1672531200.063961,1A3,80,0
1672531200.064277,1ED,61400238022070DE,0
1672531200.064425,1AA,005EA63B6FF000,0
1672531200.06465,3F1,00CF5A0810A30A53,0
1672531200.064871,1BA,06CC6CC65E6CC8A5,0
1672531200.065066,1CC,0000000000,0
1672531200.0653,1C3,06CE06CC00100003,0
1672531200.065548,1C4,0062C21800000000,0
1672531200.065747,1C5,2C712C713326,0
1672531200.065923,1DF,80000000,0
1672531200.066143,1F4,000000000000,0
1672531200.066299,287,430000,0
1672531200.066532,2C3,097905EA00004B00,0
1672531200.066725,0F1,163604400000,0
1672531200.067009,3C1,0765F70000000000,0
1672531200.06728,3D1,011D8000206F007F,0
1672531200.067443,3D3,008700005FFE3800,0
1672531200.067645,3D9,0200000000,0
1672531200.067899,0C1,C0117E770012EFEA,0
1672531200.068141,3E9,0065000300660005,0
1672531200.068356,0C5,8014B47300272C31,0
1672531200.068635,3F9,0004D29F5A285954,0
1672531200.0687969,0D1,C096FF6700FD00,0
1672531200.068944,3FB,0219,0
1672531200.069163,1C6,38572CC000834CFE,0
1672531200.069431,3C9,0706000000000000,0
1672531200.069583,0C7,0016446A,0
1672531200.069826,1E5,5CE4CE3E1E0002A6,0
1672531200.070045,0F9,7A7C400092004E06,0
1672531200.070331,1E9,0004000EA0270000,0
1672531200.070561,3FC,48310C6053006053,0
1672531200.070771,1FC,015F0034008AC175,0
1672531200.071016,4C1,00C15E3853000000,0
1672531200.071274,232,0000010000000000,0
1672531200.071426,4C7,100000,0
1672531200.071701,451,000000000000,0
1672531200.074276,4C5,0000000000,0
1672531200.075126,0AA,2C762D2F4652CE00,0
1672531200.075325,0BE,08400003E9BE,0
1672531200.075573,0C9,84092A2A00011800,0
1672531200.075691,0D3,2C73,0
1672531200.075943,18E,0000006CC6CC06CC,0
1672531200.076165,1ED,61400232022070DE,0
1672531200.076736,189,8FFF0FFF2FFFFFF0,0
1672531200.0769749,19D,91F42E0A0001C26A,0
1672531200.077075,1A6,04,0
1672531200.0773249,1AF,0000001101DA00FF,0
1672531200.077548,0C1,D0117E771012EFEA,0
1672531200.077817,1F5,0E0E000200000A00,0
1672531200.078043,0C5,9014B4731028EF7B,0
1672531200.078299,0D0,8000800080008000,0
1672531200.078523,0D1,00963F6A000000,0
1672531200.078667,185,180E,0
1672531200.078895,1C7,096E769100003F,0
1672531200.079117,1E5,5CE48B5E2900028E,0
1672531200.079325,0F1,223400400000,0
1672531200.079523,214,060661F76C35,0
1672531200.081595,160,4DD298C803,0
1672531200.081798,0C7,0017702F,0
1672531200.082046,0F9,7A7C400086004E06,0
1672531200.082376,1CE,00000000,0
1672531200.082573,234,0040674200,0
1672531200.082796,2F9,A3000D0800033E,0
1672531200.084172,1E1,000000000018D0,0
1672531200.084984,1CC,0000000000,0
1672531200.08658,0F1,3E3400400000,0
1672531200.087554,0C1,E0117E772012EFEA,0
1672531200.087773,0AA,2C712D2D4052D300,0
1672531200.087994,0C5,A014B4732028EF7B,0
1672531200.088192,0BE,0C400003E9BD,0
1672531200.088424,0D1,40967F6900FF00,0
1672531200.088645,0C9,84092C2D00011800,0
1672531200.088871,1A1,00204140494900,0
1672531200.088994,0D3,2C71,0
1672531200.089275,12A,10F07071000010A1,0
