timestamp,arbitration_id,data_field,attack
1672531200.0,451,000000000000,0
1672531200.000021,0AA,2B5A2BF284540C00,0
1672531200.0000272,0BE,041A0005ABE5,0
1672531200.0010982,0C9,8011B70700011800,0
1672531200.001111,0D3,2B5A,0
1672531200.0011191,18E,0000006276270627,0
1672531200.001125,1A1,00004141574100,0
1672531200.001132,1ED,61510000000070DE,0
1672531200.0011442,1A3,80,0
1672531200.0022562,1AA,006276456AC000,0
1672531200.002274,0C1,82A34B03826345BA,0
1672531200.0022812,1BA,068B68B64568C9D4,0
1672531200.0022871,0C5,0020C5A903DAC94A,0
1672531200.0022922,1C3,0627068C00100003,0
1672531200.0033631,0D1,C00EFFEF00FD00,0
1672531200.0033782,1C4,0062C2D400000000,0
1672531200.003387,1C6,31642BEA00835056,0
1672531200.003394,1C5,2BCE2BCE2F99,0
1672531200.0033991,1E5,5C011730000000E0,0
1672531200.004466,1DF,80000000,0
1672531200.004476,1E9,000C000E00240000,0
1672531200.0044851,0F1,221700400000,0
1672531200.0044992,1F4,000000000000,0
1672531200.004504,1FC,FD69009C0000C259,0
1672531200.0055711,287,430000,0
1672531200.005582,232,0000010000000000,0
1672531200.005589,2C3,0AC2062700002D00,0
1672531200.0055962,3C1,0765F70000000000,0
1672531200.0056012,3D1,011AC0000000003F,0
1672531200.0066712,3D3,009200005FFE2100,0
1672531200.006681,3D9,0231000000,0
1672531200.006686,3E9,0831182C084E1864,0
1672531200.0066922,1E1,00000000011CC0,0
1672531200.009963,3C9,0706000000000000,0
1672531200.0099912,0C7,02E43243,0
1672531200.01,0F9,0188400BDD18550C,0
1672531200.012131,0C1,92A56C1992656673,0
1672531200.0121472,1CC,0000000000,0
1672531200.012154,0C5,1024EC0D13DEEF97,0
1672531200.0121632,0D0,8000800080008000,0
1672531200.013318,0D1,000E3FF2000000,0
1672531200.0133412,0AA,2B5A2BF286540B00,0
1672531200.0133471,185,1BE6,0
1672531200.013354,0BE,081A0005ABE4,0
1672531200.013368,1C7,096A769500003F,0
1672531200.0133731,0C9,8011B50A00011800,0
1672531200.014439,1E5,5C01175000000100,0
1672531200.0144491,0D3,2B5A,0
1672531200.0144582,214,060061FD6C35,0
1672531200.0144682,0F1,3E1700400000,0
1672531200.0144742,18E,0000006276270627,0
1672531200.01562,1ED,61510000000070DE,0
1672531200.016708,1CE,00000000,0
1672531200.016727,160,4DD298C803,0
1672531200.0167332,234,00403F4000,0
1672531200.017869,2F9,63010D0800003E,0
1672531200.017887,189,8FFF0FFF2FFFFFF0,0
1672531200.017893,19D,80003FFE00120E30,0
1672531200.017898,1A6,04,0
1672531200.017905,1AF,000020110FEC00FF,0
1672531200.01791,1F5,4303000400000900,0
1672531200.01898,1F3,406000,0
1672531200.0222652,0C7,02E93D09,0
1672531200.022282,0C1,A2A78D32A2689812,0
1672531200.022288,0F9,0188400BD7187F0C,0
1672531200.022294,0C5,6028126663E215BB,0
1672531200.022299,0D1,400E7FF100FF00,0
1672531200.023441,1E5,5C01177000000120,0
1672531200.023458,1E9,0020000E00230000,0
1672531200.023464,232,0000010000000000,0
1672531200.023469,348,041704211B,0
1672531200.024637,0F1,0A1A06400000,0
1672531200.02584,0AA,2B5A2BF280540E00,0
1672531200.025882,0BE,0C1A0005ABE3,0
1672531200.025897,0C9,8011B40D00011800,0
1672531200.025911,0D3,2B5A,0
1672531200.025927,1A1,00004141574100,0
1672531200.0259402,18E,0000006276270627,0
1672531200.025954,1A3,80,0
1672531200.027023,1ED,61510000000070DE,0
1672531200.027028,1AA,006276456AC000,0
1672531200.0270312,1C6,31662BEA00C35055,0
1672531200.027034,12A,10F0707B000030B1,0
1672531200.0270371,1BA,068C68C64568D9D4,0
1672531200.0281992,34A,041B041F09,0
1672531200.028227,1C3,0627068D00200002,0
1672531200.0282362,1C4,2762C2D4020007FF,0
1672531200.028244,1C5,2BCF2BCF2F99,0
1672531200.028254,1DF,80000000,0
1672531200.028259,1F4,000000000000,0
1672531200.0294142,287,820000,0
1672531200.031547,1CC,0000000000,0
1672531200.031562,0C1,B2AABEC9B26AB8F6,0
1672531200.032706,1CF,000005,0
1672531200.032716,0C5,702C38C073E63BDE,0
1672531200.0327232,0D1,800EBFF000FE00,0
1672531200.032726,185,1BE7,0
1672531200.0327291,1C7,096AB69400003F,0
1672531200.032732,1E5,5C011710000000C0,0
1672531200.033869,34C,F9BC002203E70028,0
1672531200.033878,0C7,02EF49F8,0
1672531200.034948,0F1,161800400000,0
1672531200.03496,0F9,0188400BD7187F0C,0
1672531200.037086,1CE,080007FF,0
1672531200.0370932,1FE,069E73030000C171,0
1672531200.0370982,135,0200175ECC16163A,0
1672531200.0371032,362,00000000,0
1672531200.0382762,0AA,2B5A2BF282540D00,0
1672531200.038291,0BE,001A0005ABE6,0
1672531200.038296,0C9,8011AF0000011800,0
1672531200.0383,0D3,2B5A,0
1672531200.038306,18E,0000006276270627,0
1672531200.039502,1ED,61510000000070DE,0
1672531200.0395322,1E1,000000000210F0,0
1672531200.041808,0C1,82ACDFED826CD9D7,0
1672531200.0418391,0C5,40305F2943EA6215,0
1672531200.041845,0D1,C00EFFEF00FD00,0
1672531200.04292,189,CFFF0FFF2FFEFFF0,0
1672531200.042938,19D,C0003FFD00121630,0
1672531200.0429451,1A6,04,0
1672531200.0429552,1AF,000020110FEC00FF,0
1672531200.042964,1E5,5C011730000000E0,0
1672531200.044036,1F5,4303000400000900,0
1672531200.044053,1E9,0028000E00220004,0
1672531200.044058,232,0000010000000000,0
1672531200.044063,0F1,221700400000,0
1672531200.0463312,0C7,02F556E3,0
1672531200.0474372,0F9,0188400BCE18A70C,0
1672531200.047449,137,03020AB2202B5409,0
1672531200.049731,1F3,80A000,0
1672531200.0508132,0AA,2B5A2BF284540C00,0
1672531200.0508242,0BE,041B0005ABE4,0
1672531200.05083,0C9,8011AA0700011800,0
1672531200.050836,0D3,2B5A,0
1672531200.050841,18E,0000006276270627,0
1672531200.050847,1A1,00004141574100,0
1672531200.051916,1ED,61520000000070DE,0
1672531200.051927,1A3,80,0
1672531200.051932,1CC,0000000000,0
1672531200.051938,0C1,D2AE0127D26F0B19,0
1672531200.051944,1AA,006276456AB000,0
1672531200.0530112,0C5,5034859F53EE8847,0
1672531200.0530212,1BA,068C68C64468D9D3,0
1672531200.0530272,0D1,000E3FF2000000,0
1672531200.0530322,1C3,0627068D00300001,0
1672531200.0530372,185,1BE6,0
1672531200.0530422,1C4,4A62C2D3040005FE,0
1672531200.054192,1C6,31662BEA00035058,0
1672531200.054209,1C5,2BCF2BCF2F98,0
